x,y,value
0.8290720474349127,-0.5826677560097195,1.0
-0.4657285731949547,0.8086105809212052,1.0
0.5212043555227965,-0.6119557229242929,1.0
-1.054441755206989,0.05147578505425571,1.0
-0.4365479281335485,0.7290815781064279,1.0
0.7307488882211893,-0.31010526102114977,1.0
-0.5262796673773513,-0.894461938344512,1.0
0.6891513796924206,-0.5920599660387666,1.0
0.6691894995128547,0.5651201133537551,1.0
-0.11038426021555747,-0.9208187527268781,1.0
-0.6635007943812529,0.600514889208513,1.0
-0.7166019087269367,-0.4238877371370136,1.0
0.8817388731211179,0.6503248212308471,1.0
0.29860727979230456,-0.9531262796377579,1.0
-0.9138272510983574,-0.09038800956323617,1.0
0.7577709028924112,-0.5057095717220121,1.0
0.8165512223815151,-0.015305083265513489,1.0
-0.539301182480696,-0.6775934912923575,1.0
0.6438703830616942,-0.7245587811805049,1.0
0.19405986399249203,-0.8011071414944939,1.0
-0.7521698976389469,-0.7926350156551244,1.0
-0.6651802115292096,-0.5623729016162797,1.0
-0.20204345849555688,-0.7983219795200203,1.0
0.7654503898836325,0.35702052904868975,1.0
0.745842694768206,-0.3869857167665377,1.0
-0.7382939493028092,-0.0684042908288015,1.0
-0.38838983451687026,-1.017346862050151,1.0
-0.5154471369759401,0.7664761711145921,1.0
0.8125971015382047,-0.3884626276836008,1.0
0.3012831295337249,0.8842569629517165,1.0
-0.22318074732162893,-0.9861762401122735,1.0
-0.8979048793049554,-0.15919636764319023,1.0
-0.13531592195776143,0.9688247262848763,1.0
-0.9279424529793219,-0.2630883208652725,1.0
-0.7952284512904298,0.475306211457467,1.0
0.19732683358872075,1.1554384890165201,1.0
-0.815803025689327,-0.10966883991620457,1.0
0.6129325013750726,-0.5343221805043766,1.0
0.41991318233930625,0.5510785775012755,1.0
-0.22460094989175394,0.9824403909463428,1.0
-0.6893192520824178,0.5716973547454786,1.0
-0.06539471612512471,-1.0187106588975168,1.0
-0.8784930638337626,-0.23270273217799334,1.0
-0.5900478875820969,0.5960756644899151,1.0
0.24321297156723062,0.7399753766524327,1.0
0.7466592060797896,-0.2593981992201574,1.0
0.8600714518027256,0.5404866151832598,1.0
0.3356563331665923,-0.9554891584734213,1.0
0.9623258273627278,0.11727460380687005,1.0
0.2676209527832045,0.8416802358181226,1.0
-0.07628839257844504,-0.9033113639825473,1.0
-0.78169578507333,0.5679288550054858,1.0
-0.937359462325782,-0.23135717585263124,1.0
-1.0331966804033534,-0.1679390184052083,1.0
-0.728320793325014,0.4834336384307869,1.0
-0.6807921051764207,-0.5800023050591782,1.0
-0.23436648981765465,-0.8723856151630692,1.0
0.42906350752112005,0.7347543217223403,1.0
0.1294477498321983,-0.812281357822602,1.0
0.6986727676140775,-0.582823648122327,1.0
-0.7356367129840649,0.39192532139074326,1.0
-0.7236251025364004,0.36886631881866533,1.0
-0.026795123417380315,0.7316746212442099,1.0
0.3609426337293321,-0.7477031100199574,1.0
0.5421988552406,0.8180469132881982,1.0
-0.09066335791872593,-0.9182947708547735,1.0
-0.12002517970417795,0.8642887875975404,1.0
0.28694701478681056,0.8827228001983354,1.0
0.6190465041928527,0.7015439323894239,1.0
-0.608660211669073,-0.6914239655064282,1.0
-0.8759634003883927,0.605412466377667,1.0
-0.9109016784510752,0.3433509986349642,1.0
-0.5414674949345091,-0.7452208956594731,1.0
-0.8201691094757393,-0.11708081720866934,1.0
0.5926326380649444,-0.7215562527886639,1.0
0.48397541703667335,-0.7435942227832661,1.0
-0.7160493185114719,-0.5442542473188603,1.0
-0.03990217757052618,-0.9322457116826508,1.0
0.5735577637449455,-0.8172605332685934,1.0
-0.670070562549001,0.91564124865032,1.0
0.4790823536157379,0.7645197680050608,1.0
-0.16115494618155599,-1.0286198326742206,1.0
-0.6913297428959966,-0.7739168833262419,1.0
0.33061074884174163,0.7095714900636504,1.0
-0.83389496936879,-0.08925579881258004,1.0
0.5469160723591505,0.6166386545797733,1.0
0.5325757150683156,1.0253868967272461,1.0
-0.8775090406901513,0.7279363860025483,1.0
0.9702660218989789,-0.027743386513233912,1.0
-0.44718836686350627,-0.8934754369160103,1.0
0.3855393570494363,0.809071188304782,1.0
-0.9642574227564527,0.058423445589737145,1.0
-0.6232308821262874,-0.4920293885489332,1.0
0.7275700711451453,0.5029177581846439,1.0
0.8184160822899702,-0.5380271112636764,1.0
-0.4961299556645584,-0.6575549575725134,1.0
0.48668863496126263,0.743814734119852,1.0
-0.9837666175832441,0.18719189969835517,1.0
0.81730840646403,-0.3845777054206026,1.0
0.6379216156575124,0.7965252703235072,1.0
-0.6653529747963934,-0.5089365121148479,1.0
0.5804733572473038,-0.7540985468584805,1.0
1.0804778451497787,0.3674097415802239,1.0
-0.6890203433840725,-0.8442119069590175,1.0
-0.4030797800837474,0.7778441264293098,1.0
0.868847041555839,-0.17864118998335082,1.0
-0.24915340499688265,-0.9078169116110507,1.0
0.6952640375789801,-0.7481372649028091,1.0
0.03276338716778405,-0.8734860439392049,1.0
-0.19726640327578043,0.9849499935876422,1.0
0.8213415614254955,0.26792417029205307,1.0
-0.5164826917832798,-0.889941037569173,1.0
0.8442799246599318,0.39069298152301796,1.0
0.8802980308760981,-0.45275939244836116,1.0
0.11357862017759923,-1.0965259860510905,1.0
0.07512980822162904,-0.9246955285503649,1.0
0.618717998841299,-0.6901999278577534,1.0
-0.6075131065068087,0.6384991068154894,1.0
-0.6935863064386102,-0.23944064221320094,1.0
-0.8883958628315719,0.3874290689799035,1.0
-0.4284663044138423,-0.9860037259508567,1.0
-0.06883273244506957,1.0116690948220992,1.0
-0.9329464834189578,0.278944733790156,1.0
-0.8863839313357141,0.3385307905012118,1.0
0.8560120282482615,-0.04595123179551467,1.0
0.7741525801223532,0.1819819145332179,1.0
-0.19679965260174528,0.8216234032827144,1.0
0.35643275508808264,-0.893505361177292,1.0
0.6734956248160272,0.6805482108236636,1.0
0.9374957544978243,0.5640983775647858,1.0
-0.0884089848084383,-0.974731372328967,1.0
-0.29927420852122066,-0.8831722755457939,1.0
-0.7276623917019092,0.5381294055468682,1.0
0.6143972132892882,0.7765602312762928,1.0
0.8550584952509179,-0.1510055239597293,1.0
-0.5029955001933237,0.7361090147732099,1.0
-1.0135479731893895,-0.06895132309118417,1.0
0.3262600577560574,0.8601787379303494,1.0
0.8523352570907197,-0.228103504822594,1.0
0.8494269561067355,-0.35132847710127935,1.0
-0.9020230689765557,-0.14625539313268499,1.0
-0.053681633154006855,0.7110546153046675,1.0
-0.9311731213272885,-0.22162747630538726,1.0
-0.31360046923709617,1.0030644979671408,1.0
0.758019886559182,0.4625044875068695,1.0
0.3368394732015272,0.9252542261985216,1.0
