x,y,value
0.24798551116035655,0.10027823058394843,1.0
-0.22788416225081717,0.2823752865962701,1.0
0.0955494161317918,0.010209089188189626,1.0
0.21743623467756482,0.27993327522913464,1.0
0.18581780615456403,-0.030496107705715703,1.0
0.18900270099690902,-0.020590357371670722,1.0
-0.08634767986685751,-0.05515487860857454,1.0
-0.1545332800688111,-0.3056992802024686,1.0
0.21701595179330735,-0.0887839652474498,1.0
-0.19775914678607515,-0.10852114082797328,1.0
0.16566867453814985,-0.17349660541337036,1.0
0.2752248009265347,-0.06741283011257318,1.0
-0.019845547905335065,0.33783589327625646,1.0
-0.36266325674164224,0.06829090305460894,1.0
0.18168685476592228,0.0962446650633236,1.0
0.2839509487916807,-0.08475043786176084,1.0
0.22465057725170587,0.24427678912111192,1.0
-0.42062351338797693,0.1660081253491782,1.0
-0.2282387731575034,-0.06972301425704107,1.0
-0.2116200665626045,0.3072198489346666,1.0
0.002659072615079542,0.4471452051819496,1.0
-0.3475696447027414,0.19654469319711326,1.0
0.24687102026939886,0.20462494767109665,1.0
0.3578468714093984,-0.10600378628981555,1.0
0.3766321352536873,0.013743610256845649,1.0
-0.04626923284801404,0.3326517619582002,1.0
-0.12688340301375767,0.4228517506812172,1.0
-0.0848740048860691,-0.29001302238997273,1.0
0.3179260270810773,0.05476932172156198,1.0
0.31550589894468184,0.10090127638934474,1.0
0.38446730464209833,-0.17814704763982794,1.0
0.3948859833967742,-0.17142132878574182,1.0
-0.12315111114001477,0.3257746024126341,1.0
-0.18319533644558358,-0.12995046437949254,1.0
-0.1940270031004493,0.3175283918636899,1.0
0.20973371077206562,-0.3751440065260106,1.0
-0.1969723652889635,0.340661385450416,1.0
0.1405181978393523,-0.12061774612368345,1.0
0.0048294653320181315,-0.1742649608039531,1.0
-0.14123163131896657,0.14813161478407022,1.0
0.29832262175056723,0.03171052411670173,1.0
0.0276707828032967,0.33322812166479177,1.0
0.10652724801526936,-0.07259913615458265,1.0
-0.01441363003453411,-0.14110568935136567,1.0
-0.007819794213735043,0.28263510142416454,1.0
0.16150929887014118,0.11186864181674398,1.0
0.12322992787932355,0.3299649774091213,1.0
0.19052517668668154,-0.05104923362010339,1.0
-0.08578005871484572,-0.33879107246908774,1.0
-0.23518099260867983,-0.09854092090948459,1.0
0.005861625317707978,-0.3371092067799374,1.0
0.12000992171356617,0.4390699609787832,1.0
-0.15112818133183745,0.3225248881479296,1.0
0.03582396380905723,0.4248118656910314,1.0
-0.26714346398197775,-0.30180067419783696,1.0
-0.06319559624918195,0.44360645269673027,1.0
-0.235369599128452,0.2278882533735516,1.0
0.38970265803606796,0.04990162461852732,1.0
0.30437020632676026,0.12652163864878424,1.0
-0.38256059068571174,0.20403048274223123,1.0
-0.01771575655767916,-0.240788592170267,1.0
0.2624453817425413,0.09157948445593922,1.0
0.2634874193301118,-0.3155336012194993,1.0
-0.3061839581651566,-0.089475444870194,1.0
0.1560421482223619,-0.23416776424610836,1.0
0.10896734921807183,-0.1787762709936452,1.0
-0.16525717150966152,0.5097471833750451,1.0
-0.33510298449305687,0.3406501011797406,1.0
-0.2633456678248895,0.001032186248503028,1.0
-0.2799637959819293,-0.12455857542793582,1.0
0.42060272515294955,0.17493911231067644,1.0
-0.05198531144063335,-0.2888821669924725,1.0
-0.25656698226158736,-0.1707756016659626,1.0
0.14678595529891053,-0.04782644443680477,1.0
-0.15350250621158887,-0.14590375813987014,1.0
0.07417731922403846,0.12755166434012355,1.0
0.04467320891942465,0.11950710424507599,1.0
-0.16479974239098075,0.14799443999659653,1.0
0.17618401405304493,0.32145225787444054,1.0
0.009832753809474314,-0.1969857594771803,1.0
0.23854828758346597,0.09087096645475393,1.0
0.16874880935802541,-0.1298146385352333,1.0
-0.014107045233655649,0.2832257121127914,1.0
-0.12034046196277834,-0.42376944131694444,1.0
-0.4848463067106703,-0.09767364746543812,1.0
-0.1819588828816497,0.006876754571147416,1.0
-0.1964524112593352,-0.25653541848041145,1.0
0.32758989202965877,0.03635968531633014,1.0
-0.1563651431827328,-0.3141082230511683,1.0
-0.051199369249843474,-0.2958576586921186,1.0
0.19708465083740886,0.2626383022063798,1.0
-0.0037363852215288387,-0.2302550996880385,1.0
-0.2556294858991944,-0.21941729427213413,1.0
-0.21824470036803262,-0.14578247939649194,1.0
-0.036594340601006456,0.29725723031121676,1.0
0.03623932664378949,0.2947682809877829,1.0
0.054165965949734315,-0.24731246583183975,1.0
-0.3825132708465824,0.10272859930583945,1.0
-0.1482724994554844,0.37618885086068776,1.0
0.015423552166355697,-0.09422099856237107,1.0
0.03454572121256266,-0.12211358460546677,1.0
-0.3803547904610349,-0.07536397938051602,1.0
-0.27320366052749817,0.09999349427977453,1.0
0.1382837834472247,0.15428130407515042,1.0
